Event Id;Investigation Type;Accident Number;Event Date;Location;Country;Latitude;Longitude;Airport Code;Airport Name;Injury Severity;Aircraft Damage;Aircraft Category;Registration Number;Make;Model;Amateur Built;Number of Engines;Engine Type;FAR Description;Schedule;Purpose of Flight;Air Carrier;Total Fatal Injuries;Total Serious Injuries;Total Minor Injuries;Total Uninjured;Weather Condition;Broad Phase of Flight;Report Status;Publication Date   ;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20160620X32159;Accident;ANC16CA031;42680;Fairbanks  AK;United States;64.090000;-148.080000;N/A;N/A;Non-Fatal;Substantial;Airplane;N5650J;MAULE;M 6-235;No;N/A;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;3;VMC;N/A;Probable Cause;42502;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160610X10917;Accident;WPR16FA124;42649;Hawthorne  CA;United States;33.920000;-118.358056;HHR;JACK NORTHROP FIELD/HAWTHORNE;Fatal(2);Destroyed;Airplane;N4SU;GRUMMAN AMERICAN AVN. CORP.;AA 1B;No;N/A;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;2;N/A;N/A;N/A;VMC;TAKEOFF;Probable Cause;04/23/2018;N/A;N/A;N/A;N/A; ;N/A;N/A;N/A
20160613X82937;Accident;GAA16CA312;42649;Gilmer  TX;United States;32.698055;-94.948889;JXI;FOX STEPHENS FIELD -0 GILMER MU;Non-Fatal;Substantial;Airplane;N6700J;PIPER;PA 28;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;2;VMC;MANEUVERING;Probable Cause;42502;N/A;N/A;N/A;N/A; ;N/A;N/A;N/A
20160613X32323;Accident;GAA16CA305;42649;Pasco  WA;United States;46.266667;-119.118334;PSC;TRI-CITIES;Non-Fatal;Substantial;Airplane;N733EC;CESSNA;172;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;1;1;VMC;LANDING;Probable Cause;42713;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20160613X30919;Accident;GAA16CA304;42649;Climax  NC;United States;35.942222;-79.685555;3A4;SOUTHEAST GREENSBORO;Non-Fatal;Substantial;Airplane;N77216;CESSNA;120;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;LANDING;Probable Cause;08/31/2016;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160610X65141;Accident;GAA16CA299;42649;Sunrise Beach Village  TX;United States;30.599444;-98.409444;2KL;SUNRISE BEACH;Non-Fatal;Substantial;Airplane;N324TT;BAREISS DAVID A;TANGO 2;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;2;N/A;VMC;LANDING;Probable Cause;07/14/2016;N/A;N/A;N/A;N/A; ;N/A;N/A;N/A
20160613X45945;Accident;ERA16LA213;42649;Apopka  FL;United States;28.712222;-81.585000;X04;Orlando Apopka Airport;Non-Fatal;Substantial;Airplane;N8943Z;CESSNA;310;No;2;Reciprocating;Part 91: General Aviation;N/A;Flight Test;N/A;N/A;N/A;N/A;1;VMC;LANDING;Probable Cause;10/17/2017;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20160612X04327;Accident;ERA16LA210;42649;Nunda  NY;United States;42.587500;-77.948611;N/A;N/A;Fatal(1);N/A;Balloon;N69515;CAMERON;A-225;No;N/A;N/A;Part 91: General Aviation;N/A;Aerial Observation;N/A;1;N/A;N/A;1;VMC;STANDING;Probable Cause;43200;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160612X02159;Accident;ERA16LA209;42649;Brunswick  NC;United States;34.127500;-78.339722;N/A;N/A;Fatal(1);Destroyed;Airplane;N2283M;WSK PZL MIELEC;M 18A;No;1;Turbo Prop;Part 137: Agricultural;N/A;Aerial Application;N/A;1;N/A;N/A;N/A;VMC;MANEUVERING;Probable Cause;04/17/2018;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20160614X24106;Accident;ERA16CA214;42649;Dundee  MS;United States;34.423056;-90.524723;PVT;Grass Strip;Non-Fatal;Substantial;Airplane;N67RH;HANSON ROBERT H;PIETENPOL AIRCAMPER;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;1;N/A;VMC;MANEUVERING;Probable Cause;01/18/2017;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20160612X11913;Accident;ERA16CA211;42649;Williamsburg  VA;United States;37.239166;-76.716111;JGG;Williamsburg-Jamestown Airport;Non-Fatal;Substantial;Airplane;N9297J;PIPER;PA-28;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;1;1;N/A;VMC;GO-AROUND;Probable Cause;10/27/2016;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160623X84139;Accident;CEN16LA228;42649;Deming  NM;United States;32.262500;-107.718889;DMN;Deming Municipal Airport;Non-Fatal;Substantial;Airplane;N21767;CESSNA;172S;No;1;Reciprocating;Part 91: General Aviation;N/A;Business;N/A;N/A;2;N/A;N/A;VMC;TAKEOFF;Preliminary;42558;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160611X73822;Accident;CEN16FA214;42649;Marion  IL;United States;37.770000;-89.006944;MWA;Williamson County Regional;Fatal(1);Destroyed;Airplane;N508AJ;CIRRUS DESIGN CORP;SR22;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;1;1;N/A;N/A;VMC;DESCENT;Probable Cause;06/26/2017;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20160627X81436;Accident;GAA16CA337;42619;Buena Vista  CO;United States;38.816667;-106.121667;AEJ;CENTRAL COLORADO RGNL;Non-Fatal;Substantial;Airplane;N9915Y;CESSNA;T210;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;LANDING;Probable Cause;07/25/2016;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20160613X21931;Accident;GAA16CA314;42619;Lincoln Park  NJ;United States;40.947500;-74.314444;N07;LINCOLN PARK;Non-Fatal;Substantial;Airplane;N31396;PIPER;PA 32;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;3;VMC;LANDING;Probable Cause;42502;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20160613X20559;Accident;GAA16CA302;42619;Rowesville  SC;United States;33.414167;-80.811389;N/A;N/A;Non-Fatal;Substantial;Airplane;N7355W;PIPER;PA 28;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;N/A;Probable Cause;42713;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160613X95657;Accident;GAA16CA300;42619;Moundsville  WV;United States;39.880834;-80.735555;MPG;MARSHALL COUNTY;Non-Fatal;Substantial;Airplane;N323TC;COSTRUZIONI AERONAUTICHE TECNA;P2002 SIERRA;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;1;N/A;VMC;LANDING;Probable Cause;08/31/2016;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20160610X32615;Accident;GAA16CA298;42619;Stanley  ID;United States;44.414722;-115.319167;U63;BRUCE MEADOWS;Non-Fatal;Substantial;Airplane;N1403S;CESSNA;182;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;2;VMC;TAKEOFF;Probable Cause;07/14/2016;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160610X14116;Accident;CEN16LA213;42619;Laureles  TX;United States;26.109167;-97.494166;N/A;N/A;Non-Fatal;Substantial;Helicopter;N6203N;BELL;47G 5;No;1;Reciprocating;Part 137: Agricultural;N/A;Aerial Application;N/A;N/A;N/A;1;N/A;VMC;MANEUVERING;Probable Cause;42716;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160609X92608;Accident;CEN16FA212;42619;Wishek  ND;United States;46.244722;-99.544722;6L5;WISHEK MUNI;Fatal(3);Substantial;Airplane;N6223W;PIPER;PA 28-140;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;3;N/A;N/A;N/A;VMC;TAKEOFF;Probable Cause;43344;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20160609X50758;Accident;CEN16FA211;42619;Houston  TX;United States;29.660000;-95.289444;HOU;WILLIAM P HOBBY;Fatal(3);Substantial;Airplane;N4252G;CIRRUS DESIGN CORP;SR20;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;3;N/A;N/A;N/A;VMC;GO-AROUND;Probable Cause;43081;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20160623X91927;Accident;GAA16LA329;42588;Batesville  IN;United States;39.343889;-85.258611;HLB;BATESVILLE;Non-Fatal;Substantial;Airplane;None;MINI MAX;1200;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;1;N/A;N/A;VMC;TAKEOFF;Probable Cause;42531;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160614X23833;Accident;GAA16CA316;42588;Cornelia  GA;United States;34.499722;-83.556667;AJR;HABERSHAM COUNTY;Non-Fatal;Substantial;Airplane;N444WM;CESSNA;172;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;2;VMC;LANDING;Probable Cause;42502;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160613X30056;Accident;GAA16CA315;42588;State College  PA;United States;40.849166;-77.848611;UNV;UNIVERSITY PARK;Non-Fatal;Substantial;Airplane;N666GJ;SEELA GERALD L;GLASAIR SH 2F;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;LANDING;Probable Cause;10/27/2016;N/A;N/A;N/A;N/A; ;N/A;N/A;N/A
20160613X02003;Accident;GAA16CA301;42588;Urbana  OH;United States;40.130278;-83.754444;I74;GRIMES FIELD;Non-Fatal;Substantial;Airplane;N8324E;CESSNA;172;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;LANDING;Probable Cause;42713;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160609X33959;Accident;GAA16CA294;42588;Fredericksburg  VA;United States;38.266111;-77.449444;EZF;SHANNON;Non-Fatal;Substantial;Airplane;N14753;BELLANCA;17 30;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;LANDING;Probable Cause;10/27/2016;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160609X31844;Accident;GAA16CA293;42588;Hastings  MN;United States;44.651944;-92.866111;N/A;N/A;Non-Fatal;Substantial;Helicopter;N25LB;BELL;47G;No;1;Turbo Shaft;Part 137: Agricultural;N/A;Aerial Application;N/A;N/A;N/A;N/A;1;VMC;TAKEOFF;Probable Cause;07/14/2016;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160609X11010;Accident;GAA16CA292;42588;Rochester  WI;United States;42.751111;-88.251111;96C;FOX RIVER;Non-Fatal;Substantial;Airplane;N1127N;AERONCA;7BCM;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;LANDING;Probable Cause;42713;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160930X80751;Incident;ENG16WA038;42588;Toulouse  France  France;France;N/A;N/A;N/A;N/A;Incident;N/A;Airplane;N/A;BOEING;737;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20160608X10630;Accident;CEN16FA210;42588;Pine Bluff  AR;United States;34.116111;-92.210556;N/A;N/A;Fatal(1);Substantial;Airplane;N6649E;CESSNA;175;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;1;N/A;1;N/A;VMC;CRUISE;Probable Cause;42950;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160809X92803;Accident;WPR16WA162;42557;Chennai  India  India;India;N/A;N/A;N/A;N/A;Non-Fatal;Substantial;Airplane;N/A;HAWKER BEECH;900;No;2;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;6;N/A;UNKNOWN;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A; ;N/A
20160609X70225;Accident;GAA16CA297;42557;Chireno  TX;United States;31.566945;-94.339166;N/A;N/A;Non-Fatal;Substantial;Helicopter;N41407;ROBINSON HELICOPTER COMPANY;R44;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;LANDING;Probable Cause;07/25/2016;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20160609X45739;Accident;GAA16CA296;42557;Cahokia/St. Louis  IL;United States;38.570278;-90.155000;CPS;ST LOUIS DOWNTOWN;Non-Fatal;Substantial;Helicopter;N931SH;ROBINSON HELICOPTER;R22;No;1;Reciprocating;Part 91: General Aviation;N/A;Business;N/A;N/A;N/A;N/A;2;VMC;MANEUVERING;Probable Cause;10/27/2016;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20160609X34641;Accident;GAA16CA295;42557;Thomson  GA;United States;33.529167;-82.510556;HQU;THOMSON-MCDUFFIE COUNTY;Non-Fatal;Substantial;Airplane;N124CK;CESSNA;172;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;2;VMC;LANDING;Probable Cause;42437;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160609X03109;Accident;GAA16CA291;42557;Manning  SC;United States;33.585833;-80.208889;MNI;SANTEE COOPER RGNL;Non-Fatal;Substantial;Airplane;N80XY;BILLY AMERSON;STOL CH 750;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;1;N/A;VMC;LANDING;Probable Cause;42713;N/A;N/A;N/A;N/A;  ;N/A;N/A;N/A
20160608X50633;Accident;GAA16CA290;42557;Beaumont  TX;United States;30.001944;-94.177223;N/A;N/A;Non-Fatal;Substantial;Helicopter;N38SL;ROBINSON HELICOPTER CO;R66;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;STANDING;Probable Cause;42437;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20160607X80345;Accident;CEN16FA209;42557;De Smet  SD;United States;44.285555;-97.459167;N/A;N/A;Fatal(1);Substantial;Airplane;N921RP;PRUSS RICHARD S;KITFOX IV;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;1;1;N/A;N/A;VMC;MANEUVERING;Probable Cause;04/25/2017;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20160606X24551;Accident;WPR16FA120;42527;De Smet  ID;United States;47.148333;-116.987222;N/A;N/A;Fatal(1);Substantial;Airplane;N4191X;ROCKWELL;S2R;No;1;Turbo Prop;Part 137: Agricultural;N/A;Aerial Application;N/A;1;N/A;N/A;N/A;VMC;MANEUVERING;Probable Cause;05/16/2017;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20160607X81747;Accident;GAA16CA286;42527;Arlington  WA;United States;48.160833;-122.159167;AWO;ARLINGTON MUNI;Non-Fatal;Substantial;Airplane;N539MT;CESSNA;172;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;LANDING;Probable Cause;05/15/2017;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160607X82034;Accident;ERA16LA204;42527;Stafford  VA;United States;38.392222;-77.316667;RMN;STAFFORD RGNL;Non-Fatal;Substantial;Airplane;N808DD;BOBBI BOUCHER;DUO DEUCE;Yes;N/A;Reciprocating;Part 91: General Aviation;N/A;Flight Test;N/A;N/A;1;N/A;N/A;VMC;TAKEOFF;Probable Cause;03/19/2018;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20160606X22549;Accident;DCA16RA175;42527;Incheon  Korea  Republic Of;Korea  Republic Of;N/A;N/A;N/A;N/A;Non-Fatal;Substantial;Airplane;N277UP;MCDONNELL DOUGLAS;MD11;No;N/A;Turbo Fan;Part 121: Air Carrier;NSCH;N/A;N/A;N/A;N/A;1;3;N/A;TAKEOFF;Foreign;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A;N/A
20160614X54845;Accident;CEN16LA219;42527;Decatur  TX;United States;33.264167;-97.466111;N/A;N/A;Non-Fatal;Substantial;Airplane;N8CX;FLOHR DAVID J;R 80 TIGER MOTH;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;MANEUVERING;Probable Cause;07/20/2017;N/A;N/A;N/A;N/A;  ;N/A;N/A;N/A
20160607X33239;Accident;CEN16LA208;42527;Ropesville  TX;United States;33.413333;-102.154167;N/A;N/A;Non-Fatal;Destroyed;Airplane;N10325;AIR TRACTOR;AT-502;No;1;Turbo Prop;Part 137: Agricultural;N/A;Aerial Application;N/A;N/A;1;N/A;N/A;VMC;MANEUVERING;Probable Cause;06/25/2019;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20160607X23034;Accident;ANC16LA029;42527;Fairbanks  AK;United States;64.964167;-148.411667;N/A;N/A;Non-Fatal;Substantial;Airplane;N802CE;AIR TRACTOR INC;AT 802;No;1;Turbo Prop;Part 91: General Aviation;N/A;Other Work Use;N/A;N/A;N/A;N/A;1;VMC;CRUISE;Factual;09/17/2019;N/A;N/A;N/A;N/A;  ;N/A;N/A;N/A
20160613X45543;Accident;GAA16CA308;42496;Fort Dodge  IA;United States;42.552500;-94.183334;FOD;FORT DODGE RGNL;Non-Fatal;Substantial;Airplane;N750Z;CESSNA;208;No;1;Turbo Prop;Part 135: Air Taxi & Commuter;SCHD;N/A;MULTI AERO INC. (DBA: Air Choice One);N/A;N/A;N/A;9;VMC;STANDING;Probable Cause;08/31/2016;N/A;N/A;   ;N/A;N/A;N/A;N/A;N/A
20160608X30439;Accident;GAA16CA289;42496;Lone Pine  CA;United States;36.807222;-117.781667;N/A;N/A;Non-Fatal;Substantial;Airplane;N6391L;AMERICAN AVIATION;AA 1A;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;LANDING;Probable Cause;07/14/2016;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20160608X40401;Accident;GAA16CA288;42496;Henderson  AR;United States;36.300000;-92.216389;75AR;THE BLUFFS;Non-Fatal;Substantial;Airplane;N124ME;CESSNA;172;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;4;VMC;LANDING;Probable Cause;42437;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160607X50206;Accident;GAA16CA285;42496;Hamilton  MT;United States;46.255833;-114.125556;6S5;RAVALLI COUNTY;Non-Fatal;Substantial;Airplane;N5635M;MAULE;M5;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;3;VMC;LANDING;Probable Cause;08/31/2016;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160607X44444;Accident;GAA16CA284;42496;Ferndale  MT;United States;48.060556;-114.001111;53U;FERNDALE AIRFIELD;Non-Fatal;Substantial;Airplane;N8777;BELLANCA;7GCBC;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;TAKEOFF;Probable Cause;10/27/2016;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160727X11652;Accident;ERA16WA273;42496;Yakutia  Russia;Russia;56.913611;124.912500;UELL;Neryungri;Non-Fatal;Substantial;Airplane;N/A;BAE;BAE125;No;N/A;N/A;Non-U.S.  Non-Commercial;N/A;Executive/Corporate;N/A;N/A;N/A;N/A;8;UNK;APPROACH;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20160605X31731;Accident;ERA16CA203;42496;Fairfield  NJ;United States;40.875278;-74.281389;CDW;Essex County;Non-Fatal;Substantial;Airplane;N444VT;BEECH;F33A;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;IMC;GO-AROUND;Probable Cause;10/24/2016;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160614X04330;Accident;DCA16CA182;42496;Las Vegas  NV;United States;36.080000;-115.152222;N/A;N/A;Non-Fatal;N/A;Airplane;N801DZ;BOEING;737-932ER;No;2;Turbo Fan;Part 121: Air Carrier;SCHD;N/A;Delta Air Lines;N/A;1;N/A;185;VMC;APPROACH;Probable Cause;43229;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20160609X33454;Accident;WPR16WA123;42466;Siriwo  Indonesia;Indonesia;-3.602778;136.303611;N/A;N/A;Fatal(1);Substantial;Helicopter;N/A;BELL;206;No;N/A;N/A;N/A;N/A;N/A;N/A;1;3;N/A;N/A;N/A;UNKNOWN;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20160606X80512;Accident;GAA16CA281;42466;Black Diamond  WA;United States;47.266945;-122.067778;51WA;EVERGREEN SKY RANCH;Non-Fatal;Substantial;Airplane;N244SF;AMERICAN CHAMPION AIRCRAFT;8KCAB;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;1;N/A;VMC;LANDING;Probable Cause;08/31/2016;N/A;N/A;N/A;N/A;  ;N/A;N/A;N/A
20160606X34321;Accident;GAA16CA276;42466;Williamstown  NJ;United States;39.629445;-75.024723;C01;SOUTHERN CROSS;Non-Fatal;Substantial;Airplane;N6453U;MOONEY;M20C;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;LANDING;Probable Cause;42437;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20161105X02700;Incident;ERA16WA335;42466;Yurimaguas  Peru;Peru;-5.893611;-76.116389;SPMS;Moises Benzaquen Rengifo;Incident;Substantial;Airplane;N/A;PIPER;PA34;No;2;Reciprocating;Non-U.S.  Commercial;N/A;N/A;N/A;N/A;N/A;N/A;6;N/A;LANDING;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20160624X45941;Incident;DCA16WA188;42466;Sofia  Bulgaria;Bulgaria;N/A;N/A;N/A;N/A;Incident;N/A;Airplane;N/A;BOEING;737;No;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;CRUISE;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20160609X34245;Accident;ANC16WA030;42466;Williston Lake  Canada;Canada;N/A;N/A;N/A;N/A;Fatal(1);Substantial;Airplane;N/A;Wag-Aero;Super Tri-Pacer;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1;N/A;N/A;N/A;N/A;MANEUVERING;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20160606X43151;Accident;GAA16CA277;42435;Loda  IL;United States;40.558333;-88.067223;N/A;N/A;Non-Fatal;Substantial;Airplane;N5376P;PIPER;PA 24;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;1;N/A;VMC;N/A;Probable Cause;08/31/2016;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160603X45936;Accident;ERA16LA202;42435;Mountain City  TN;United States;36.474723;-81.804722;N/A;N/A;Non-Fatal;Substantial;Helicopter;N4999;BELL;407;No;1;Turbo Shaft;Part 135: Air Taxi & Commuter;NSCH;N/A;PHI AIR MEDICAL;N/A;N/A;1;3;VMC;TAKEOFF;Probable Cause;43413;N/A;N/A;N/A;N/A; ;N/A;N/A;N/A
20160606X51627;Accident;CEN16LA207;42435;Alamo  TX;United States;26.191111;-98.115556;N/A;N/A;Non-Fatal;Substantial;Airplane;N418DS;SMITH Capella;FW2R;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;1;N/A;VMC;CRUISE;Probable Cause;42531;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160621X91058;Accident;WPR16LA127;42406;Seattle  WA;United States;47.530000;-122.301944;BFI;Boeing Field/King County Intl;Non-Fatal;Substantial;Airplane;N301DM;PIPER;PA46;No;1;Turbo Prop;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;APPROACH;Preliminary;06/27/2016;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20160606X62610;Accident;GAA16CA280;42406;Prospect Heights  IL;United States;42.115556;-87.903056;PWK;CHICAGO EXECUTIVE;Non-Fatal;Substantial;Airplane;N126RG;STAUDACHER AIRCRAFT INC;S 300;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;LANDING;Probable Cause;42437;N/A;N/A;N/A;N/A;  ;N/A;N/A;N/A
20160606X54753;Accident;GAA16CA279;42406;Las Vegas  NV;United States;36.209167;-115.195277;VGT;NORTH LAS VEGAS;Non-Fatal;Substantial;Helicopter;N441JL;ROBINSON HELICOPTER;R44;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;2;VMC;TAKEOFF;Probable Cause;42437;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20160630X64254;Accident;CEN16WA237;42406;St-Mathieu-De-Beloeil  Canada;Canada;N/A;N/A;CSB3;St-Mathieu-De-Beloeil;Fatal(1);Destroyed;Airplane;N/A;VANS;RV6;Yes;1;N/A;Part 91: General Aviation;N/A;Personal;N/A;1;N/A;N/A;N/A;VMC;TAKEOFF;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A; ;N/A
20160613X21938;Accident;GAA16CA303;42375;Nicolaus  CA;United States;38.911111;-121.559444;N/A;N/A;Non-Fatal;Substantial;Airplane;N5091N;AIR TRACTOR INC;AT 502;No;1;Turbo Prop;Part 137: Agricultural;N/A;Aerial Application;N/A;N/A;N/A;N/A;1;VMC;MANEUVERING;Probable Cause;10/27/2016;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20160601X23412;Accident;GAA16CA271;42375;Elk River  ID;United States;46.791389;-116.175834;ID85;ELK RIVER;Non-Fatal;Substantial;Airplane;N21242;CESSNA;182;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;1;1;VMC;TAKEOFF;Probable Cause;08/31/2016;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20160601X34613;Accident;ERA16LA200;42375;Toughkenamon  PA;United States;39.830556;-75.780556;N57;New Garden Airport;Non-Fatal;Substantial;Airplane;N83547;AERONCA;7AC;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;2;N/A;VMC;GO-AROUND;Preliminary;06/23/2016;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20160602X24036;Accident;CEN16WA205;42375;Coex  France;France;N/A;N/A;N/A;N/A;Fatal(1);Destroyed;Airplane;N/A;VANS;RV4;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1;1;N/A;N/A;N/A;UNKNOWN;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20160602X02902;Accident;CEN16LA203;42375;Penwell  TX;United States;31.747777;-102.548055;N/A;N/A;Fatal(1);Destroyed;Airplane;N5679G;CESSNA;150;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;1;N/A;N/A;N/A;VMC;CRUISE;Probable Cause;42716;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
