Event Id;Investigation Type;Accident Number;Event Date;Location;Country;Latitude;Longitude;Airport Code;Airport Name;Injury Severity;Aircraft Damage;Aircraft Category;Registration Number;Make;Model;Amateur Built;Number of Engines;Engine Type;FAR Description;Schedule;Purpose of Flight;Air Carrier;Total Fatal Injuries;Total Serious Injuries;Total Minor Injuries;Total Uninjured;Weather Condition;Broad Phase of Flight;Report Status;Publication Date   ;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190731X90347;Accident;GAA19CA472;07/28/2019;Mt. Sterling  KY;United States;38.058056;-83.979445;IOB;Mount Sterling-Montgomery Coun;Unavailable;Substantial;N/A;N9548W;Cessna;172;No;1;N/A;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Preliminary;43473;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190728X45534;Accident;GAA19CA465;07/28/2019;Richmond  VA;United States;37.406389;-77.524723;FCI;Richmond Executive-Chesterfiel;Non-Fatal;Substantial;Airplane;N343AB;Beech;36;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;N/A;Factual;43720;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190728X20046;Accident;CEN19FA238;07/28/2019;Gainesville  TX;United States;N/A;N/A;GLE;N/A;Fatal(2);Destroyed;Airplane;N456AG;Piper;PA34;No;2;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;2;N/A;N/A;N/A;N/A;LANDING;Preliminary;08/14/2019;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190728X22107;Accident;CEN19CA239;07/28/2019;Oshkosh  WI;United States;43.954722;-88.664167;N/A;N/A;Non-Fatal;Substantial;Airplane;N79575;Cessna;172;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;CRUISE;Probable Cause;43627;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190730X15341;Accident;WPR19LA205;07/27/2019;Eugene  OR;United States;44.121389;-123.207222;EUG;Mahlon Sweet Field Airport;Non-Fatal;Substantial;Helicopter;N438RC;Md Helicopter;369;No;N/A;N/A;Part 91: General Aviation;N/A;Other Work Use;N/A;N/A;2;N/A;N/A;VMC;APPROACH;Preliminary;43717;N/A;N/A;N/A;N/A;  ;N/A;N/A;N/A
20190819X35614;Accident;GAA19CA500;07/27/2019;Tok  AK;United States;63.329445;-142.951944;6K8;TOK JUNCTION;Non-Fatal;Substantial;Airplane;N82253;Piper;PA18;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;LANDING;Factual;10/23/2019;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190803X85650;Accident;GAA19CA479;07/27/2019;Mackay  ID;United States;43.853333;-113.512778;N/A;N/A;Non-Fatal;Substantial;Glider;N274JM;Schleicher;ASW 27;No;0;N/A;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;LANDING;Probable Cause;43508;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190727X42658;Accident;GAA19CA468B;07/27/2019;Gaithersburg  MD;United States;N/A;N/A;GAI;N/A;Unavailable;N/A;Airplane;N38657;Piper;PA28;No;1;N/A;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Preliminary;43504;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190727X42658;Accident;GAA19CA468A;07/27/2019;Gaithersburg  MD;United States;N/A;N/A;GAI;N/A;Unavailable;Substantial;N/A;N13796;Cessna;172;No;1;N/A;Part 91: General Aviation;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Preliminary;43504;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190727X52630;Accident;GAA19CA457;07/27/2019;Dukedom  TN;United States;36.447777;-88.722500;N/A;N/A;Non-Fatal;Substantial;Helicopter;N454MS;Bell;206;No;1;Turbo Shaft;Part 137: Agricultural;N/A;Aerial Application;N/A;N/A;N/A;1;N/A;VMC;MANEUVERING;Factual;01/15/2020;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190726X01834;Accident;GAA19CA456;07/27/2019;Sparta  TN;United States;36.058889;-85.527778;SRB;UPPER CUMBERLAND RGNL;Non-Fatal;Substantial;Airplane;N12KW;Piper;PA46;No;1;Reciprocating;Part 91: General Aviation;N/A;Business;N/A;N/A;N/A;N/A;7;VMC;TAKEOFF;Probable Cause;43508;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190829X03056;Accident;CEN19WA294;07/27/2019;Namiquipa  Mexico;Mexico;29.250833;-107.403611;N/A;N/A;Fatal(1);Substantial;Airplane;N/A;AIR TRACTOR;AT400;No;N/A;Turbo Prop;Non-U.S.  Non-Commercial;N/A;Aerial Application;N/A;1;N/A;N/A;N/A;UNK;MANEUVERING;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190806X52246;Accident;CEN19LA251;07/27/2019;Chicago  IL;United States;41.783056;-87.745000;MDW;Chicago Midway Intl;Non-Fatal;Substantial;Airplane;N27AW;Ryan;NAVION;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;4;VMC;LANDING;Preliminary;08/26/2019;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190728X30127;Accident;CEN19LA246;07/27/2019;El Paso  TX;United States;31.807222;-106.376389;ELP;El Paso Int'l;Non-Fatal;Substantial;Airplane;N681TR;SWEARINGEN;SA227;No;2;Turbo Prop;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;3;VMC;APPROACH;Preliminary;43654;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190728X20826;Accident;CEN19LA242;07/27/2019;Lake  MI;United States;43.772223;-84.946111;N/A;N/A;Non-Fatal;Substantial;Airplane;N663BA;ICON;A5;No;1;Reciprocating;Part 91: General Aviation;N/A;Business;N/A;N/A;1;N/A;1;VMC;TAKEOFF;Factual;43781;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190728X32331;Accident;CEN19LA240;07/27/2019;Blair  NE;United States;41.564167;-96.140833;N/A;N/A;Non-Fatal;Substantial;Helicopter;N7508Z;Robinson;R44;No;1;Reciprocating;Part 137: Agricultural;N/A;Aerial Application;N/A;N/A;N/A;1;N/A;VMC;MANEUVERING;Preliminary;43654;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190726X34250;Accident;WPR19LA226;07/26/2019;Fall City  WA;United States;47.559444;-121.863611;1WA6;Fall City;Non-Fatal;Substantial;Airplane;N1828Q;Cessna;177RG;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;2;N/A;VMC;LANDING;Preliminary;08/28/2019;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190729X40339;Accident;GAA19CA469;07/26/2019;Wurtsboro  NY;United States;41.597222;-74.458333;N82;Wurtsboro-Sullivan County;Non-Fatal;Substantial;Glider;N57LK;Schempp Hirth;VENTUS 2A;No;0;N/A;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;TAKEOFF;Factual;44044;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190828X24502;Accident;CEN19WA291;07/26/2019;Vigo  Spain;Spain;N/A;N/A;LEVX;N/A;Non-Fatal;Substantial;Helicopter;N/A;SIKORSKY;S76;No;N/A;N/A;Non-U.S.  Commercial;N/A;N/A;N/A;N/A;N/A;N/A;5;N/A;MANEUVERING;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20190728X21500;Accident;CEN19LA241;07/26/2019;Mitchell  SD;United States;43.774723;-98.038611;MHE;Mitchell Municipal;Non-Fatal;Substantial;Airplane;N98PW;Stoddard-Hamilton;GlaStar;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;LANDING;Factual;09/27/2019;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190809X92410;Accident;ANC19WA043;07/26/2019;Bella Bella  Canada;Canada;N/A;N/A;N/A;N/A;Fatal(4);N/A;Airplane;N/A;Cessna;208;No;1;Turbo Prop;Non-U.S.  Commercial;N/A;N/A;N/A;4;5;N/A;N/A;N/A;CRUISE;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190725X80319;Accident;ERA19TA235;07/25/2019;Wakefield  VA;United States;36.981111;-77.003056;AKQ;Wakefield Municipal Airport;Non-Fatal;Substantial;Airplane;N47028;Cessna;152;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;TAKEOFF;Factual;43862;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190725X92749;Accident;ERA19LA238;07/25/2019;Cuthbert  GA;United States;31.605000;-84.825000;N/A;N/A;Non-Fatal;Substantial;Airplane;N5680X;AERO COMMANDER;S2R;No;1;Turbo Prop;Part 137: Agricultural;N/A;Aerial Application;N/A;N/A;N/A;N/A;1;N/A;CRUISE;Preliminary;08/16/2019;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190801X04456;Incident;ENG19IA029;07/25/2019;Paris  France;France;N/A;N/A;CDG;Charles de Gaulle;Incident;Minor;Airplane;HB-JCM;AIRBUS;A220;No;N/A;N/A;Non-U.S.  Commercial;SCHD;N/A;Swiss International;N/A;N/A;N/A;N/A;N/A;CLIMB;Preliminary;43473;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190729X90946;Accident;CEN19LA243;07/25/2019;Viroqua  WI;United States;43.556944;-90.888611;N/A;N/A;Non-Fatal;Substantial;Airplane;N29272;Culver;LCA;No;N/A;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;1;N/A;VMC;CRUISE;Preliminary;08/27/2019;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190729X94635;Incident;GAA19WA458;07/24/2019;Sable Island  Canada;Canada;43.891111;-60.200000;N/A;N/A;Incident;N/A;Helicopter;N/A;SIKORSKY;S92;No;N/A;N/A;Non-U.S.  Non-Commercial;N/A;N/A;N/A;N/A;N/A;N/A;13;N/A;APPROACH;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A; ;N/A
20190725X72151;Accident;GAA19CA463;07/24/2019;Springfield  TN;United States;36.532500;-86.924167;M91;SPRINGFIELD ROBERTSON COUNTY;Non-Fatal;Substantial;Helicopter;N269RR;Hughes;269A;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;TAXI;Probable Cause;43508;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190725X01606;Accident;GAA19CA454;07/24/2019;Deshler  NE;United States;40.167223;-97.714722;N/A;N/A;Non-Fatal;Substantial;Airplane;N3367J;Cessna;T188;No;1;Reciprocating;Part 137: Agricultural;N/A;Aerial Application;N/A;N/A;N/A;N/A;1;VMC;MANEUVERING;Probable Cause;43508;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190725X95527;Accident;GAA19CA453;07/24/2019;STANTON  TX;United States;32.201389;-101.688611;N/A;N/A;Non-Fatal;Substantial;Airplane;N15400;Air Tractor;AT 502;No;1;Turbo Prop;Part 137: Agricultural;N/A;Aerial Application;N/A;N/A;N/A;N/A;1;VMC;OTHER;Factual;43567;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190724X24816;Accident;GAA19CA452;07/24/2019;Welsh  LA;United States;30.202222;-92.775000;N/A;N/A;Non-Fatal;Substantial;Airplane;N1509E;Air Tractor;AT 502;No;1;Turbo Prop;Part 137: Agricultural;N/A;Aerial Application;N/A;N/A;N/A;1;N/A;VMC;MANEUVERING;Factual;01/15/2020;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190724X13531;Accident;ERA19FA234;07/24/2019;Americus  GA;United States;32.136111;-84.194444;ACJ;Jimmy Carter Rgnl;Fatal(2);Destroyed;Airplane;N921CD;Cirrus;SR22;No;N/A;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;2;N/A;N/A;N/A;IMC;TAKEOFF;Preliminary;43593;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190724X41953;Accident;CEN19LA244;07/24/2019;Walls  MS;United States;N/A;N/A;PVT;Private strip;Non-Fatal;Substantial;Airplane;N50634;Air Tractor;AT 602;No;1;Turbo Prop;Part 137: Agricultural;N/A;Aerial Application;N/A;N/A;N/A;N/A;1;VMC;CLIMB;Preliminary;08/14/2019;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190724X83313;Accident;CEN19FA236;07/24/2019;Chadron  NE;United States;42.850278;-103.085000;CDR;Chadron Muni;Fatal(3);Substantial;Airplane;N8910U;Beech;95B55;No;2;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;3;N/A;N/A;N/A;VMC;APPROACH;Preliminary;07/30/2019;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190727X50530;Accident;CEN19CA237;07/24/2019;Oshkosh  WI;United States;43.991389;-88.560000;OSH;Wittman Rgnl;Non-Fatal;Substantial;Airplane;N7976A;North American;AT 6F;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;LANDING;Probable Cause;43627;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190726X05055;Accident;WPR19WA203;07/23/2019;Limpopo Province  South Africa;South Africa;N/A;N/A;N/A;N/A;Non-Fatal;Substantial;Helicopter;N/A;RIchards Heavylift;UH-1H;No;N/A;N/A;Unknown;N/A;N/A;N/A;N/A;N/A;N/A;1;N/A;CRUISE;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190726X75842;Accident;ANC19LA040;07/23/2019;Farewell  AK;United States;62.477500;-153.519723;N/A;N/A;Non-Fatal;Substantial;Airplane;N3934D;Cessna;182;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;TAKEOFF;Preliminary;08/13/2019;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190724X32908;Accident;WPR19WA199;07/22/2019;Cangkring  Indonesia;Indonesia;N/A;N/A;N/A;N/A;Fatal(1);Substantial;Airplane;N/A;CESSNA;172;No;N/A;N/A;Part 129: Foreign;N/A;N/A;N/A;1;1;N/A;N/A;N/A;UNKNOWN;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;  ;N/A
20190723X91454;Accident;WPR19LA198;07/22/2019;Madras  OR;United States;44.670278;-121.155278;S33;Madras Municipal;Non-Fatal;Substantial;Airplane;N3761L;Cessna;172;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;2;1;N/A;APPROACH;Preliminary;43654;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190924X44644;Incident;OPS19WA018;07/22/2019;London  United Kingdom;United Kingdom;N/A;N/A;N/A;London Stansted Airport;Incident;N/A;Airplane;N/A;AIRBUS;A321;No;N/A;N/A;N/A;NSCH;N/A;N/A;N/A;N/A;N/A;N/A;N/A;APPROACH;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190723X90829;Accident;GAA19CA448;07/22/2019;Van Nuys  CA;United States;34.209722;-118.490000;VNY;Van Nuys;Non-Fatal;Substantial;Airplane;N737DW;Cessna;172;No;1;Reciprocating;Part 91: General Aviation;N/A;Aerial Observation;N/A;N/A;N/A;N/A;1;VMC;APPROACH;Factual;01/15/2020;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190726X83141;Accident;ERA19WA236;07/22/2019;Gorgona Island  Italy;Italy;43.330834;9.856667;N/A;N/A;Fatal(2);Destroyed;Helicopter;N/A;ROBINSON;R66;No;1;Turbo Shaft;Non-U.S.  Non-Commercial;N/A;N/A;N/A;2;N/A;N/A;N/A;UNK;UNKNOWN;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20191001X40249;Incident;ENG19WA036;07/22/2019;Islamabad  Pakistan;Pakistan;33.608889;73.103889;N/A;N/A;Incident;N/A;Airplane;N/A;AIRBUS;A330;No;2;Turbo Fan;Non-U.S.  Commercial;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;APPROACH;Foreign;N/A;N/A;N/A;N/A;N/A;N/A;N/A; ;N/A
20190722X90218;Accident;CEN19LA233;07/22/2019;Kingston  OK;United States;33.999166;-96.641944;N/A;N/A;Non-Fatal;Substantial;Airplane;N8251L;Cessna;172;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;3;VMC;TAKEOFF;Preliminary;43564;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190722X23001;Accident;ANC19LA039;07/22/2019;Boise  ID;United States;43.561111;-116.218334;BOI;Boise Air Terminal/Gowen Field;Non-Fatal;Substantial;Airplane;N7947Q;Cessna;402;No;2;Reciprocating;Part 91: General Aviation;N/A;Business;N/A;N/A;N/A;N/A;3;VMC;LANDING;Preliminary;43624;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190722X15452;Accident;WPR19LA202;07/21/2019;Port Townsend  WA;United States;48.051667;-122.801389;0S9;Jefferson County Intl;Non-Fatal;Substantial;Airplane;N3863L;Cessna;172;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;2;1;VMC;LANDING;Preliminary;08/28/2019;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190729X13350;Accident;GAA19WA460;07/21/2019;Hythe  Kent-UK  United Kingdom;United Kingdom;N/A;N/A;N/A;N/A;Fatal(1);Destroyed;Airplane;N54556;DE HAVILLAND;DH82;No;N/A;N/A;Non-U.S.  Non-Commercial;N/A;N/A;N/A;1;1;N/A;N/A;N/A;CRUISE;Foreign;N/A;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190724X23036;Accident;GAA19CA451;07/21/2019;St. Louis  MO;United States;38.750000;-90.374723;STL;ST LOUIS LAMBERT INTL;Non-Fatal;Substantial;Airplane;N300SN;Cessna;402;No;2;Reciprocating;Part 135: Air Taxi & Commuter;NSCH;N/A;HYANNIS AIR SERVICE INC (DBA: Cape Air);N/A;N/A;N/A;9;VMC;APPROACH;Probable Cause;43508;N/A;N/A;   ;N/A;N/A;N/A;N/A;N/A
20190722X83356;Accident;CEN19LA232;07/21/2019;Fredericksburg  TX;United States;30.335833;-98.839444;N/A;N/A;Non-Fatal;Substantial;Airplane;N48410;Cessna;152;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;N/A;Factual;43808;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190722X93824;Accident;CEN19LA231;07/21/2019;Breckenridge  MI;United States;43.484166;-84.484444;PVT;Private;Non-Fatal;Substantial;Airplane;N766BF;Ayres;S2R;No;1;Turbo Prop;Part 137: Agricultural;N/A;Aerial Application;N/A;N/A;N/A;N/A;1;VMC;TAKEOFF;Preliminary;43594;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190721X44924;Accident;CEN19LA230;07/21/2019;Ida Grove  IA;United States;42.340833;-95.538055;N/A;N/A;Non-Fatal;Substantial;Helicopter;N459TA;Robinson;R44;No;1;Reciprocating;Part 137: Agricultural;N/A;Aerial Application;N/A;N/A;N/A;1;N/A;VMC;MANEUVERING;Preliminary;43654;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190721X51301;Accident;CEN19LA229;07/21/2019;Houston  MO;United States;37.333334;-91.966667;M48;Houston Memorial Airport;Non-Fatal;Substantial;Airplane;N1831;Cessna;305A;No;N/A;N/A;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;TAKEOFF;Preliminary;43685;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190724X81016;Incident;CEN19IA234B;07/21/2019;Oshkosh  WI;United States;N/A;N/A;KOSH;N/A;Incident;Minor;Airplane;N197CV;MOONEY;M20U;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;4;VMC;N/A;Preliminary;08/14/2019;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190724X81016;Incident;CEN19IA234A;07/21/2019;Oshkosh  WI;United States;N/A;N/A;KOSH;N/A;Incident;Minor;Airplane;N9201A;Mooney;M20J;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;4;VMC;N/A;Preliminary;08/14/2019;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190721X40249;Accident;WPR19LA201;07/20/2019;King City  CA;United States;36.228334;-121.121389;KKIC;Mesa Del Rey;Non-Fatal;Substantial;Airplane;N3268C;Cessna;R182;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;LANDING;Preliminary;08/28/2019;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190723X50222;Accident;WPR19LA200;07/20/2019;Battleground  WA;United States;N/A;N/A;WA87;Parkside Airpark;Non-Fatal;Substantial;Airplane;N873BC;Beech;33;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;LANDING;Preliminary;43685;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190720X80210;Accident;WPR19CA197;07/20/2019;Yellow Pine  ID;United States;44.883889;-115.707500;I92;Reed Ranch;Non-Fatal;Substantial;Airplane;N777DV;Avid;AVID MAGNUM;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;1;N/A;VMC;LANDING;Factual;02/19/2020;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190721X74952;Accident;GAA19CA446;07/20/2019;Tracy  CA;United States;37.673056;-121.438055;TCY;Tracy Muni;Non-Fatal;Substantial;Airplane;N409EV;Evektor Aerotechnik;SPORTSTAR;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;CRUISE;Probable Cause;43508;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190720X64224;Accident;GAA19CA443;07/20/2019;Jefferson City  MO;United States;38.591111;-92.156111;JEF;Jefferson City Memorial;Non-Fatal;Substantial;Airplane;N12ZT;VALLDEJULI JOHN A;AEROCOMP;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;LANDING;Factual;01/15/2020;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20190721X45616;Accident;CEN19LA235;07/20/2019;Kilgore  TX;United States;N/A;N/A;4TX6;N/A;Non-Fatal;Substantial;Airplane;N7013M;Cessna;175;No;N/A;N/A;Part 91: General Aviation;N/A;Personal;N/A;N/A;1;N/A;N/A;N/A;TAKEOFF;Preliminary;08/14/2019;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190720X61321;Accident;CEN19CA227;07/20/2019;Oshkosh  WI;United States;43.984444;-88.556667;OSH;Wittman Regional Airport;Non-Fatal;Substantial;Airplane;N143MS;Vans;RV-8;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;LANDING;Factual;43627;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190721X24746;Accident;ANC19TA037;07/20/2019;Skwentna  AK;United States;61.687777;-151.400833;1AK8;TALAHEIM;Non-Fatal;Substantial;Airplane;N6PF;Piper;PA19;No;N/A;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;1;N/A;1;VMC;LANDING;Preliminary;08/13/2019;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190719X23022;Accident;WPR19TA193;07/19/2019;Mesquite  NV;United States;36.832500;-114.057222;67L;Mesquite;Non-Fatal;Destroyed;Airplane;N320JT;Cessna;550;No;2;Turbo Jet;Part 91: General Aviation;N/A;Ferry;N/A;N/A;N/A;1;N/A;VMC;LANDING;Preliminary;08/28/2019;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190721X34740;Accident;WPR19LA196;07/19/2019;The Dalles  OR;United States;45.619445;-121.168334;DLS;Columbia Gorge Rgnl/The Dalles;Non-Fatal;Destroyed;Airplane;N8260Z;Cessna;210 5(205);No;N/A;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;TAKEOFF;Preliminary;43654;N/A;N/A;N/A;N/A;   ;N/A;N/A;N/A
20190720X75839;Accident;GAA19CA450;07/19/2019;Cove  OR;United States;45.354167;-117.633334;7OR0;Minam Lodge;Non-Fatal;Substantial;Airplane;N1330J;ROCKWELL;112A;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;4;VMC;TAKEOFF;Probable Cause;43508;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190722X34241;Accident;GAA19CA445;07/19/2019;Phoenix  AZ;United States;33.688333;-112.082500;DVT;Phoenix Deer Valley;Non-Fatal;Substantial;Airplane;N3276A;Cessna;170;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;2;VMC;LANDING;Factual;43567;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190719X64033;Accident;GAA19CA440;07/19/2019;Denver  CO;United States;39.578611;-104.851111;APA;CENTENNIAL;Non-Fatal;Substantial;Airplane;N403FR;Cessna;172;No;1;Reciprocating;Part 91: General Aviation;N/A;Instructional;N/A;N/A;N/A;N/A;2;VMC;TAKEOFF;Probable Cause;43508;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190719X40236;Accident;ERA19TA233;07/19/2019;Sanford  FL;United States;28.777223;-81.235000;SFB;Orlando Sanford Intl;Non-Fatal;Substantial;Airplane;N386Q;Beech;95B55;No;N/A;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;LANDING;Preliminary;08/13/2019;N/A;N/A;N/A;N/A;N/A;  ;N/A;N/A
20190719X40133;Accident;ERA19LA232;07/19/2019;Ocean City  MD;United States;38.314444;-75.127778;OXB;Ocean City Muni;Non-Fatal;Substantial;Airplane;N849GS;VANS;RV7;Yes;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;1;N/A;VMC;LANDING;Factual;11/14/2019;N/A;N/A;N/A;N/A;N/A; ;N/A;N/A
20190719X55851;Accident;ERA19LA231;07/19/2019;Poughkeepsie  NY;United States;41.626667;-73.884166;POU;Dutchess County;Non-Fatal;Substantial;Airplane;N811SK;Piper;PA46;No;1;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;3;1;N/A;VMC;CRUISE;Preliminary;43593;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
20190721X02950;Accident;ANC19FA035;07/19/2019;Homer  AK;United States;59.469167;-151.489166;N/A;N/A;Fatal(1);Substantial;Airplane;N68083;De Havilland;BEAVER DHC 2 MK.1;No;N/A;Reciprocating;Part 135: Air Taxi & Commuter;NSCH;N/A;Rusts Flying Service;1;1;4;1;VMC;TAKEOFF;Preliminary;07/30/2019;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
20190719X33831;Accident;WPR19LA192;07/18/2019;Draper  UT;United States;40.526389;-111.831389;N/A;N/A;Non-Fatal;Substantial;Airplane;N77YD;Judd;Challenger II;Yes;N/A;Reciprocating;Part 91: General Aviation;N/A;Personal;N/A;N/A;N/A;N/A;1;VMC;N/A;Preliminary;43654;N/A;N/A;N/A;N/A;N/A;   ;N/A;N/A
